=============================================================
 starting episode: 100/2000
Client connected on 3109..............
Ep:100 step:0(64193), a_t=[s= 1.00, t= 1.000000, b= 0.000001], r_t=[r= 0.59, prog= 0.59, pen=-0.00, r_old= 0.59], Reward=  0.59 /  0.59 /  15224.45, epsilon=  0.813, speed=  0.20, gear= 1, damage= 0.00
Ep:180 step:340(87363), a_t=[s=-1.00, t= 1.000000, b= 0.977598], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward=  4984.56 /  4984.56 /  24766.61, epsilon=  0.763, speed=  0.02, gear= 1, damage= 0.00
Ep:180 step:360(87383), a_t=[s=-1.00, t= 1.000000, b= 0.974780], r_t=[r= 0.09, prog= 0.10, pen=-0.01, r_old= 0.09], Reward=  4985.37 /  4985.37 /  24766.61, epsilon=  0.763, speed=  0.03, gear= 1, damage= 0.00
Ep:180 step:380(87403), a_t=[s=-1.00, t= 1.000000, b= 0.975654], r_t=[r=-0.07, prog=-0.08, pen= 0.01, r_old=-0.07], Reward=  4985.69 /  4985.69 /  24766.61, epsilon=  0.763, speed= -0.03, gear= 1, damage= 0.00
Ep:180 step:400(87423), a_t=[s=-1.00, t= 1.000000, b= 0.976385], r_t=[r=-0.20, prog=-0.23, pen= 0.03, r_old=-0.20], Reward=  4987.18 /  4987.18 /  24766.61, epsilon=  0.763, speed= -0.08, gear= 1, damage= 0.00
Ep:180 step:420(87443), a_t=[s=-1.00, t= 1.000000, b= 0.975700], r_t=[r=-0.17, prog=-0.20, pen= 0.03, r_old=-0.17], Reward=  4987.99 /  4987.99 /  24766.61, epsilon=  0.763, speed= -0.07, gear= 1, damage= 0.00
Ep:180 step:440(87463), a_t=[s=-1.00, t= 1.000000, b= 0.975886], r_t=[r= 0.35, prog= 0.40, pen=-0.06, r_old= 0.35], Reward=  4989.32 /  4989.32 /  24766.61, epsilon=  0.763, speed=  0.13, gear= 1, damage= 0.00
Ep:180 step:460(87483), a_t=[s=-1.00, t= 1.000000, b= 0.974600], r_t=[r=-0.05, prog=-0.06, pen= 0.01, r_old=-0.05], Reward=  4991.42 /  4991.42 /  24766.61, epsilon=  0.763, speed= -0.02, gear= 1, damage= 0.00
Ep:180 step:480(87503), a_t=[s=-1.00, t= 1.000000, b= 0.975000], r_t=[r= 0.15, prog= 0.18, pen=-0.03, r_old= 0.15], Reward=  4992.23 /  4992.23 /  24766.61, epsilon=  0.763, speed=  0.06, gear= 1, damage= 0.00
Ep:180 step:500(87523), a_t=[s=-1.00, t= 1.000000, b= 0.975227], r_t=[r= 0.37, prog= 0.43, pen=-0.06, r_old= 0.37], Reward=  4994.29 /  4994.29 /  24766.61, epsilon=  0.763, speed=  0.14, gear= 1, damage= 0.00
Ep:180 step:520(87543), a_t=[s=-1.00, t= 1.000000, b= 0.976750], r_t=[r= 0.12, prog= 0.14, pen=-0.02, r_old= 0.12], Reward=  4995.23 /  4995.23 /  24766.61, epsilon=  0.763, speed=  0.05, gear= 1, damage= 0.00
Ep:180 step:540(87563), a_t=[s=-1.00, t= 1.000000, b= 0.974042], r_t=[r= 0.17, prog= 0.20, pen=-0.03, r_old= 0.17], Reward=  4996.71 /  4996.71 /  24766.61, epsilon=  0.763, speed=  0.07, gear= 1, damage= 0.00
Ep:180 step:560(87583), a_t=[s=-1.00, t= 1.000000, b= 0.972761], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward=  4996.73 /  4996.73 /  24766.61, epsilon=  0.763, speed= -0.00, gear= 1, damage= 0.00
Ep:180 step:580(87603), a_t=[s=-1.00, t= 1.000000, b= 0.973934], r_t=[r= 0.13, prog= 0.15, pen=-0.02, r_old= 0.13], Reward=  4997.93 /  4997.93 /  24766.61, epsilon=  0.763, speed=  0.05, gear= 1, damage= 0.00
Ep:180 step:600(87623), a_t=[s=-1.00, t= 1.000000, b= 0.976342], r_t=[r=-0.03, prog=-0.04, pen= 0.01, r_old=-0.03], Reward=  4998.45 /  4998.45 /  24766.61, epsilon=  0.763, speed= -0.01, gear= 1, damage= 0.00
Ep:180 step:620(87643), a_t=[s=-1.00, t= 1.000000, b= 0.978084], r_t=[r= 0.12, prog= 0.14, pen=-0.02, r_old= 0.12], Reward=  4999.74 /  4999.74 /  24766.61, epsilon=  0.763, speed=  0.05, gear= 1, damage= 0.00
Ep:180 step:640(87663), a_t=[s=-1.00, t= 1.000000, b= 0.979744], r_t=[r= 0.06, prog= 0.07, pen=-0.01, r_old= 0.06], Reward=  5000.70 /  5000.70 /  24766.61, epsilon=  0.763, speed=  0.02, gear= 1, damage= 0.00
Ep:180 step:660(87683), a_t=[s=-1.00, t= 1.000000, b= 0.982204], r_t=[r= 0.10, prog= 0.11, pen=-0.02, r_old= 0.10], Reward=  5002.54 /  5002.54 /  24766.61, epsilon=  0.763, speed=  0.04, gear= 1, damage= 0.00
Ep:180 step:680(87703), a_t=[s=-1.00, t= 1.000000, b= 0.982037], r_t=[r= 0.19, prog= 0.23, pen=-0.03, r_old= 0.19], Reward=  5004.48 /  5004.48 /  24766.61, epsilon=  0.763, speed=  0.08, gear= 1, damage= 0.00
Ep:180 step:700(87723), a_t=[s=-1.00, t= 1.000000, b= 0.978253], r_t=[r= 0.16, prog= 0.19, pen=-0.03, r_old= 0.16], Reward=  5006.49 /  5006.49 /  24766.61, epsilon=  0.763, speed=  0.06, gear= 1, damage= 0.00
Ep:180 step:720(87743), a_t=[s=-1.00, t= 1.000000, b= 0.982966], r_t=[r= 0.10, prog= 0.12, pen=-0.02, r_old= 0.10], Reward=  5006.74 /  5006.74 /  24766.61, epsilon=  0.763, speed=  0.04, gear= 1, damage= 0.00
Ep:180 step:740(87763), a_t=[s=-1.00, t= 1.000000, b= 0.983750], r_t=[r= 0.15, prog= 0.17, pen=-0.03, r_old= 0.15], Reward=  5007.85 /  5007.85 /  24766.61, epsilon=  0.763, speed=  0.06, gear= 1, damage= 0.00
Ep:180 step:760(87783), a_t=[s=-1.00, t= 1.000000, b= 0.985209], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward=  5009.20 /  5009.20 /  24766.61, epsilon=  0.763, speed= -0.00, gear= 1, damage= 0.00
Ep:180 step:780(87803), a_t=[s=-1.00, t= 1.000000, b= 0.981871], r_t=[r= 0.00, prog= 0.01, pen=-0.00, r_old= 0.00], Reward=  5009.98 /  5009.98 /  24766.61, epsilon=  0.763, speed=  0.00, gear= 1, damage= 0.00
Ep:180 step:800(87823), a_t=[s=-1.00, t= 1.000000, b= 0.979001], r_t=[r=-0.08, prog=-0.09, pen= 0.01, r_old=-0.08], Reward=  5009.35 /  5009.35 /  24766.61, epsilon=  0.763, speed= -0.03, gear= 1, damage= 0.00
Ep:180 step:820(87843), a_t=[s=-1.00, t= 1.000000, b= 0.978450], r_t=[r= 0.08, prog= 0.09, pen=-0.01, r_old= 0.08], Reward=  5011.17 /  5011.17 /  24766.61, epsilon=  0.763, speed=  0.03, gear= 1, damage= 0.00
Ep:180 step:840(87863), a_t=[s=-1.00, t= 1.000000, b= 0.976723], r_t=[r=-0.07, prog=-0.08, pen= 0.01, r_old=-0.07], Reward=  5013.69 /  5013.69 /  24766.61, epsilon=  0.763, speed= -0.03, gear= 1, damage= 0.00
Ep:180 step:860(87883), a_t=[s=-1.00, t= 1.000000, b= 0.978113], r_t=[r= 0.00, prog= 0.00, pen=-0.00, r_old= 0.00], Reward=  5013.68 /  5013.68 /  24766.61, epsilon=  0.763, speed=  0.00, gear= 1, damage= 0.00
Ep:180 step:880(87903), a_t=[s=-1.00, t= 1.000000, b= 0.973912], r_t=[r= 0.18, prog= 0.21, pen=-0.03, r_old= 0.18], Reward=  5014.43 /  5014.43 /  24766.61, epsilon=  0.763, speed=  0.07, gear= 1, damage= 0.00
Ep:180 step:900(87923), a_t=[s=-1.00, t= 1.000000, b= 0.970446], r_t=[r=-0.24, prog=-0.28, pen= 0.04, r_old=-0.24], Reward=  5017.02 /  5017.02 /  24766.61, epsilon=  0.763, speed= -0.09, gear= 1, damage= 0.00
Ep:180 step:920(87943), a_t=[s=-1.00, t= 1.000000, b= 0.970152], r_t=[r= 0.18, prog= 0.21, pen=-0.03, r_old= 0.18], Reward=  5018.33 /  5018.33 /  24766.61, epsilon=  0.763, speed=  0.07, gear= 1, damage= 0.00
Ep:180 step:940(87963), a_t=[s=-1.00, t= 1.000000, b= 0.969892], r_t=[r=-0.10, prog=-0.11, pen= 0.02, r_old=-0.10], Reward=  5019.22 /  5019.22 /  24766.61, epsilon=  0.763, speed= -0.04, gear= 1, damage= 0.00
Ep:180 step:960(87983), a_t=[s=-1.00, t= 1.000000, b= 0.970544], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward=  5020.69 /  5020.69 /  24766.61, epsilon=  0.763, speed=  0.03, gear= 1, damage= 0.00
Ep:180 step:980(88003), a_t=[s=-1.00, t= 1.000000, b= 0.968544], r_t=[r= 0.32, prog= 0.38, pen=-0.05, r_old= 0.32], Reward=  5022.38 /  5022.38 /  24766.61, epsilon=  0.763, speed=  0.13, gear= 1, damage= 0.00
Ep:180 step:1000(88023), a_t=[s=-1.00, t= 1.000000, b= 0.968620], r_t=[r= 0.05, prog= 0.05, pen=-0.01, r_old= 0.05], Reward=  5024.42 /  5024.42 /  24766.61, epsilon=  0.763, speed=  0.02, gear= 1, damage= 0.00
Ep:180 step:1020(88043), a_t=[s=-1.00, t= 1.000000, b= 0.965011], r_t=[r= 0.10, prog= 0.11, pen=-0.02, r_old= 0.10], Reward=  5024.53 /  5024.53 /  24766.61, epsilon=  0.763, speed=  0.04, gear= 1, damage= 0.00
Ep:180 step:1040(88063), a_t=[s=-1.00, t= 1.000000, b= 0.954010], r_t=[r= 0.01, prog= 0.01, pen=-0.00, r_old= 0.01], Reward=  5025.11 /  5025.11 /  24766.61, epsilon=  0.763, speed=  0.00, gear= 1, damage= 0.00
Ep:180 step:1060(88083), a_t=[s=-1.00, t= 1.000000, b= 0.966241], r_t=[r= 0.12, prog= 0.14, pen=-0.02, r_old= 0.12], Reward=  5026.28 /  5026.28 /  24766.61, epsilon=  0.763, speed=  0.05, gear= 1, damage= 0.00
Ep:180 step:1080(88103), a_t=[s=-1.00, t= 1.000000, b= 0.968493], r_t=[r= 0.02, prog= 0.03, pen=-0.00, r_old= 0.02], Reward=  5027.80 /  5027.80 /  24766.61, epsilon=  0.763, speed=  0.01, gear= 1, damage= 0.00
Ep:180 step:1100(88123), a_t=[s=-1.00, t= 1.000000, b= 0.971139], r_t=[r=-0.13, prog=-0.15, pen= 0.02, r_old=-0.13], Reward=  5029.09 /  5029.09 /  24766.61, epsilon=  0.763, speed= -0.05, gear= 1, damage= 0.00
Ep:180 step:1120(88143), a_t=[s=-1.00, t= 1.000000, b= 0.969544], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward=  5029.46 /  5029.46 /  24766.61, epsilon=  0.763, speed=  0.02, gear= 1, damage= 0.00
Ep:180 step:1140(88163), a_t=[s=-1.00, t= 1.000000, b= 0.969721], r_t=[r= 0.08, prog= 0.09, pen=-0.01, r_old= 0.08], Reward=  5030.35 /  5030.35 /  24766.61, epsilon=  0.763, speed=  0.03, gear= 1, damage= 0.00
Ep:180 step:1160(88183), a_t=[s=-1.00, t= 1.000000, b= 0.972593], r_t=[r= 0.20, prog= 0.23, pen=-0.03, r_old= 0.20], Reward=  5031.47 /  5031.47 /  24766.61, epsilon=  0.763, speed=  0.08, gear= 1, damage= 0.00
Ep:180 step:1180(88203), a_t=[s=-1.00, t= 1.000000, b= 0.975281], r_t=[r= 0.01, prog= 0.01, pen=-0.00, r_old= 0.01], Reward=  5033.08 /  5033.08 /  24766.61, epsilon=  0.763, speed=  0.00, gear= 1, damage= 0.00
Ep:180 step:1200(88223), a_t=[s=-1.00, t= 1.000000, b= 0.976792], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward=  5032.98 /  5032.98 /  24766.61, epsilon=  0.763, speed= -0.00, gear= 1, damage= 0.00
Ep:180 step:1220(88243), a_t=[s=-1.00, t= 1.000000, b= 0.979546], r_t=[r= 0.25, prog= 0.30, pen=-0.04, r_old= 0.25], Reward=  5033.67 /  5033.67 /  24766.61, epsilon=  0.763, speed=  0.10, gear= 1, damage= 0.00
Ep:180 step:1240(88263), a_t=[s=-1.00, t= 1.000000, b= 0.982593], r_t=[r= 0.10, prog= 0.11, pen=-0.02, r_old= 0.10], Reward=  5033.62 /  5033.62 /  24766.61, epsilon=  0.763, speed=  0.04, gear= 1, damage= 0.00
Ep:180 step:1260(88283), a_t=[s=-1.00, t= 1.000000, b= 0.983588], r_t=[r=-0.08, prog=-0.09, pen= 0.01, r_old=-0.08], Reward=  5034.60 /  5034.60 /  24766.61, epsilon=  0.763, speed= -0.03, gear= 1, damage= 0.00
Ep:180 step:1280(88303), a_t=[s=-1.00, t= 1.000000, b= 0.984912], r_t=[r= 0.31, prog= 0.36, pen=-0.05, r_old= 0.31], Reward=  5035.87 /  5035.87 /  24766.61, epsilon=  0.763, speed=  0.12, gear= 1, damage= 0.00
Ep:180 step:1300(88323), a_t=[s=-1.00, t= 1.000000, b= 0.984248], r_t=[r=-0.26, prog=-0.30, pen= 0.04, r_old=-0.26], Reward=  5036.65 /  5036.65 /  24766.61, epsilon=  0.763, speed= -0.10, gear= 1, damage= 0.00
Ep:180 step:1320(88343), a_t=[s=-1.00, t= 1.000000, b= 0.984690], r_t=[r=-0.04, prog=-0.05, pen= 0.01, r_old=-0.04], Reward=  5036.76 /  5036.76 /  24766.61, epsilon=  0.763, speed= -0.02, gear= 1, damage= 0.00
Ep:180 step:1340(88363), a_t=[s=-1.00, t= 1.000000, b= 0.982698], r_t=[r= 0.13, prog= 0.16, pen=-0.02, r_old= 0.13], Reward=  5037.86 /  5037.86 /  24766.61, epsilon=  0.763, speed=  0.05, gear= 1, damage= 0.00
Ep:180 step:1360(88383), a_t=[s=-1.00, t= 1.000000, b= 0.982621], r_t=[r=-0.24, prog=-0.27, pen= 0.03, r_old=-0.24], Reward=  5039.21 /  5039.21 /  24766.61, epsilon=  0.763, speed= -0.09, gear= 1, damage= 0.00
Ep:180 step:1380(88403), a_t=[s=-1.00, t= 1.000000, b= 0.981926], r_t=[r=-0.12, prog=-0.14, pen= 0.02, r_old=-0.12], Reward=  5039.45 /  5039.45 /  24766.61, epsilon=  0.763, speed= -0.05, gear= 1, damage= 0.00
Ep:180 step:1400(88423), a_t=[s=-1.00, t= 1.000000, b= 0.980835], r_t=[r= 0.13, prog= 0.15, pen=-0.02, r_old= 0.13], Reward=  5041.11 /  5041.11 /  24766.61, epsilon=  0.763, speed=  0.05, gear= 1, damage= 0.00
Ep:180 step:1420(88443), a_t=[s=-1.00, t= 1.000000, b= 0.981916], r_t=[r= 0.20, prog= 0.24, pen=-0.03, r_old= 0.20], Reward=  5042.03 /  5042.03 /  24766.61, epsilon=  0.763, speed=  0.08, gear= 1, damage= 0.00
Ep:180 step:1440(88463), a_t=[s=-1.00, t= 1.000000, b= 0.980580], r_t=[r= 0.10, prog= 0.12, pen=-0.02, r_old= 0.10], Reward=  5042.63 /  5042.63 /  24766.61, epsilon=  0.763, speed=  0.04, gear= 1, damage= 0.00
Ep:180 step:1460(88483), a_t=[s=-1.00, t= 1.000000, b= 0.980257], r_t=[r= 0.27, prog= 0.32, pen=-0.05, r_old= 0.27], Reward=  5043.53 /  5043.53 /  24766.61, epsilon=  0.763, speed=  0.11, gear= 1, damage= 0.00
Ep:180 step:1480(88503), a_t=[s=-1.00, t= 1.000000, b= 0.980779], r_t=[r= 0.31, prog= 0.36, pen=-0.05, r_old= 0.31], Reward=  5044.60 /  5044.60 /  24766.61, epsilon=  0.763, speed=  0.12, gear= 1, damage= 0.00
Ep:180 step:1500(88523), a_t=[s=-1.00, t= 1.000000, b= 0.980376], r_t=[r= 0.27, prog= 0.31, pen=-0.04, r_old= 0.27], Reward=  5046.30 /  5046.30 /  24766.61, epsilon=  0.763, speed=  0.10, gear= 1, damage= 0.00
Ep:180 step:1520(88543), a_t=[s=-1.00, t= 1.000000, b= 0.980364], r_t=[r=-0.03, prog=-0.03, pen= 0.00, r_old=-0.03], Reward=  5047.91 /  5047.91 /  24766.61, epsilon=  0.763, speed= -0.01, gear= 1, damage= 0.00
Ep:180 step:1540(88563), a_t=[s=-1.00, t= 1.000000, b= 0.981059], r_t=[r= 0.13, prog= 0.15, pen=-0.02, r_old= 0.13], Reward=  5048.84 /  5048.84 /  24766.61, epsilon=  0.763, speed=  0.05, gear= 1, damage= 0.00
Ep:180 step:1560(88583), a_t=[s=-1.00, t= 1.000000, b= 0.981052], r_t=[r=-0.20, prog=-0.22, pen= 0.03, r_old=-0.20], Reward=  5049.78 /  5049.78 /  24766.61, epsilon=  0.763, speed= -0.07, gear= 1, damage= 0.00
Ep:180 step:1580(88603), a_t=[s=-1.00, t= 1.000000, b= 0.981179], r_t=[r=-0.01, prog=-0.01, pen= 0.00, r_old=-0.01], Reward=  5050.49 /  5050.49 /  24766.61, epsilon=  0.763, speed= -0.00, gear= 1, damage= 0.00
Ep:180 step:1600(88623), a_t=[s=-1.00, t= 1.000000, b= 0.980976], r_t=[r= 0.40, prog= 0.47, pen=-0.07, r_old= 0.40], Reward=  5052.52 /  5052.52 /  24766.61, epsilon=  0.763, speed=  0.16, gear= 1, damage= 0.00
Ep:180 step:1620(88643), a_t=[s=-1.00, t= 1.000000, b= 0.981092], r_t=[r= 0.08, prog= 0.10, pen=-0.01, r_old= 0.08], Reward=  5052.82 /  5052.82 /  24766.61, epsilon=  0.763, speed=  0.03, gear= 1, damage= 0.00
Ep:180 step:1640(88663), a_t=[s=-1.00, t= 1.000000, b= 0.981309], r_t=[r= 0.37, prog= 0.43, pen=-0.06, r_old= 0.37], Reward=  5054.22 /  5054.22 /  24766.61, epsilon=  0.763, speed=  0.14, gear= 1, damage= 0.00
Ep:180 step:1660(88683), a_t=[s=-1.00, t= 1.000000, b= 0.980675], r_t=[r= 0.03, prog= 0.04, pen=-0.01, r_old= 0.03], Reward=  5055.23 /  5055.23 /  24766.61, epsilon=  0.763, speed=  0.01, gear= 1, damage= 0.00
Ep:180 step:1680(88703), a_t=[s=-1.00, t= 1.000000, b= 0.980714], r_t=[r=-0.07, prog=-0.08, pen= 0.01, r_old=-0.07], Reward=  5056.54 /  5056.54 /  24766.61, epsilon=  0.763, speed= -0.03, gear= 1, damage= 0.00
Ep:180 step:1700(88723), a_t=[s=-1.00, t= 1.000000, b= 0.980671], r_t=[r=-0.12, prog=-0.14, pen= 0.02, r_old=-0.12], Reward=  5057.97 /  5057.97 /  24766.61, epsilon=  0.763, speed= -0.05, gear= 1, damage= 0.00
Ep:180 step:1720(88743), a_t=[s=-1.00, t= 1.000000, b= 0.981212], r_t=[r= 0.26, prog= 0.30, pen=-0.04, r_old= 0.26], Reward=  5059.96 /  5059.96 /  24766.61, epsilon=  0.763, speed=  0.10, gear= 1, damage= 0.00
Ep:180 step:1740(88763), a_t=[s=-1.00, t= 1.000000, b= 0.981913], r_t=[r=-0.16, prog=-0.18, pen= 0.02, r_old=-0.16], Reward=  5060.57 /  5060.57 /  24766.61, epsilon=  0.763, speed= -0.06, gear= 1, damage= 0.00
Ep:180 step:1760(88783), a_t=[s=-1.00, t= 1.000000, b= 0.980828], r_t=[r=-0.20, prog=-0.23, pen= 0.03, r_old=-0.20], Reward=  5061.55 /  5061.55 /  24766.61, epsilon=  0.763, speed= -0.08, gear= 1, damage= 0.00
Ep:180 step:1780(88803), a_t=[s=-1.00, t= 1.000000, b= 0.980204], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward=  5063.51 /  5063.51 /  24766.61, epsilon=  0.763, speed=  0.03, gear= 1, damage= 0.00
Ep:180 step:1800(88823), a_t=[s=-1.00, t= 1.000000, b= 0.979908], r_t=[r= 0.11, prog= 0.13, pen=-0.02, r_old= 0.11], Reward=  5064.54 /  5064.54 /  24766.61, epsilon=  0.763, speed=  0.04, gear= 1, damage= 0.00
Ep:180 step:1820(88843), a_t=[s=-1.00, t= 1.000000, b= 0.979790], r_t=[r= 0.25, prog= 0.29, pen=-0.04, r_old= 0.25], Reward=  5064.93 /  5064.93 /  24766.61, epsilon=  0.763, speed=  0.10, gear= 1, damage= 0.00
Ep:180 step:1840(88863), a_t=[s=-1.00, t= 1.000000, b= 0.979640], r_t=[r=-0.22, prog=-0.25, pen= 0.03, r_old=-0.22], Reward=  5067.07 /  5067.07 /  24766.61, epsilon=  0.763, speed= -0.08, gear= 1, damage= 0.00
Ep:180 step:1860(88883), a_t=[s=-1.00, t= 1.000000, b= 0.979900], r_t=[r= 0.12, prog= 0.14, pen=-0.02, r_old= 0.12], Reward=  5067.74 /  5067.74 /  24766.61, epsilon=  0.763, speed=  0.05, gear= 1, damage= 0.00
Ep:180 step:1880(88903), a_t=[s=-1.00, t= 1.000000, b= 0.980792], r_t=[r=-0.09, prog=-0.11, pen= 0.01, r_old=-0.09], Reward=  5069.01 /  5069.01 /  24766.61, epsilon=  0.763, speed= -0.04, gear= 1, damage= 0.00
Ep:180 step:1900(88923), a_t=[s=-1.00, t= 1.000000, b= 0.981239], r_t=[r=-0.02, prog=-0.02, pen= 0.00, r_old=-0.02], Reward=  5069.50 /  5069.50 /  24766.61, epsilon=  0.763, speed= -0.01, gear= 1, damage= 0.00
Ep:180 step:1920(88943), a_t=[s=-1.00, t= 1.000000, b= 0.980836], r_t=[r= 0.06, prog= 0.07, pen=-0.01, r_old= 0.06], Reward=  5070.21 /  5070.21 /  24766.61, epsilon=  0.763, speed=  0.02, gear= 1, damage= 0.00
Ep:180 step:1940(88963), a_t=[s=-1.00, t= 1.000000, b= 0.981441], r_t=[r= 0.02, prog= 0.02, pen=-0.00, r_old= 0.02], Reward=  5070.79 /  5070.79 /  24766.61, epsilon=  0.763, speed=  0.01, gear= 1, damage= 0.00
Ep:180 step:1960(88983), a_t=[s=-1.00, t= 1.000000, b= 0.981240], r_t=[r= 0.16, prog= 0.18, pen=-0.03, r_old= 0.16], Reward=  5071.51 /  5071.51 /  24766.61, epsilon=  0.763, speed=  0.06, gear= 1, damage= 0.00
Ep:180 step:1980(89003), a_t=[s=-1.00, t= 1.000000, b= 0.981294], r_t=[r= 0.08, prog= 0.10, pen=-0.01, r_old= 0.08], Reward=  5071.61 /  5071.61 /  24766.61, epsilon=  0.763, speed=  0.03, gear= 1, damage= 0.00
=============================================================
 starting episode: 181/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:181 step:0(89023), a_t=[s= 0.42, t= 0.545965, b= 0.000000], r_t=[r= 0.23, prog= 0.23, pen=-0.00, r_old= 0.23], Reward=  0.23 /  0.23 /  24766.61, epsilon=  0.763, speed=  0.08, gear= 1, damage= 0.00
Ep:181 step:20(89043), a_t=[s= 1.00, t= 0.644540, b= 0.000000], r_t=[r= 162.16, prog= 176.67, pen=-14.50, r_old= 162.16], Reward=  1488.38 /  1488.38 /  24766.61, epsilon=  0.763, speed=  59.12, gear= 1, damage= 0.00
Ep:181 step:40(89063), a_t=[s= 0.49, t= 0.572676, b= 0.000000], r_t=[r= 103.37, prog= 235.76, pen=-132.39, r_old= 103.37], Reward=  4123.44 /  4047.30 /  24766.61, epsilon=  0.763, speed=  78.61, gear= 1, damage= 123.00
Ep:181 step:60(89083), a_t=[s=-0.20, t= 0.642077, b= 0.000000], r_t=[r= 111.26, prog= 168.24, pen=-56.97, r_old= 111.26], Reward=  6588.26 /  6512.12 /  24766.61, epsilon=  0.763, speed=  68.88, gear= 1, damage= 123.00
Ep:181 step:80(89103), a_t=[s=-0.87, t= 0.598200, b= 0.000000], r_t=[r= 28.30, prog= 164.18, pen=-135.88, r_old= 28.30], Reward=  7732.87 /  7600.72 /  24766.61, epsilon=  0.763, speed=  67.52, gear= 1, damage= 192.00
META = 1 ... Running backwards
=============================================================
 starting episode: 182/2000
Client connected on 3109..............
Ep:182 step:0(89108), a_t=[s= 0.79, t= 0.662550, b= 0.000000], r_t=[r= 0.34, prog= 0.34, pen=-0.00, r_old= 0.34], Reward=  0.34 /  0.34 /  24766.61, epsilon=  0.763, speed=  0.11, gear= 1, damage= 0.00
Ep:182 step:20(89128), a_t=[s=-1.00, t= 0.751532, b= 0.080023], r_t=[r= 144.21, prog= 179.94, pen=-35.72, r_old= 144.21], Reward=  1401.04 /  1401.04 /  24766.61, epsilon=  0.763, speed=  60.00, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 183/2000
Client connected on 3109..............
Ep:183 step:0(89135), a_t=[s= 0.46, t= 0.618268, b= 0.000000], r_t=[r= 0.44, prog= 0.44, pen=-0.00, r_old= 0.44], Reward=  0.44 /  0.44 /  24766.61, epsilon=  0.763, speed=  0.15, gear= 1, damage= 0.00
Ep:183 step:20(89155), a_t=[s= 0.05, t= 0.611956, b= 0.000000], r_t=[r= 149.30, prog= 180.19, pen=-30.89, r_old= 149.30], Reward=  1407.28 /  1407.28 /  24766.61, epsilon=  0.763, speed=  62.59, gear= 1, damage= 0.00
Ep:183 step:40(89175), a_t=[s= 0.73, t= 0.579897, b= 0.000000], r_t=[r= 139.98, prog= 242.88, pen=-102.90, r_old= 139.98], Reward=  4990.64 /  4990.64 /  24766.61, epsilon=  0.763, speed=  83.84, gear= 1, damage= 0.00
Ep:183 step:60(89195), a_t=[s=-0.96, t= 0.505253, b= 0.000000], r_t=[r=-0.11, prog= 0.03, pen=-0.14, r_old=-0.11], Reward=  4950.01 /  4963.20 /  24766.61, epsilon=  0.763, speed=  0.06, gear= 1, damage= 1125.00
Ep:183 step:80(89215), a_t=[s=-0.81, t= 0.647559, b= 0.000000], r_t=[r=-0.08, prog= 0.03, pen=-0.11, r_old=-0.08], Reward=  4948.26 /  4961.45 /  24766.61, epsilon=  0.763, speed=  0.04, gear= 1, damage= 1125.00
Ep:183 step:100(89235), a_t=[s= 0.65, t= 0.684865, b= 0.007524], r_t=[r=-0.20, prog= 0.10, pen=-0.30, r_old=-0.20], Reward=  4946.18 /  4959.37 /  24766.61, epsilon=  0.763, speed=  0.12, gear= 1, damage= 1125.00
Ep:183 step:120(89255), a_t=[s=-0.78, t= 0.552336, b= 0.000000], r_t=[r=-0.10, prog= 0.06, pen=-0.16, r_old=-0.10], Reward=  4943.00 /  4956.19 /  24766.61, epsilon=  0.762, speed=  0.06, gear= 1, damage= 1125.00
Ep:183 step:140(89275), a_t=[s=-0.88, t= 0.523372, b= 0.000000], r_t=[r=-0.18, prog= 0.13, pen=-0.31, r_old=-0.18], Reward=  4940.25 /  4953.44 /  24766.61, epsilon=  0.762, speed=  0.13, gear= 1, damage= 1125.00
Ep:183 step:160(89295), a_t=[s=-0.33, t= 0.629952, b= 0.000000], r_t=[r=-0.16, prog= 0.15, pen=-0.32, r_old=-0.16], Reward=  4937.46 /  4950.65 /  24766.61, epsilon=  0.762, speed=  0.13, gear= 1, damage= 1125.00
Ep:183 step:180(89315), a_t=[s=-0.28, t= 0.594718, b= 0.000000], r_t=[r=-0.20, prog= 0.29, pen=-0.49, r_old=-0.20], Reward=  4934.24 /  4947.43 /  24766.61, epsilon=  0.762, speed=  0.21, gear= 1, damage= 1125.00
Ep:183 step:200(89335), a_t=[s=-0.97, t= 0.450454, b= 0.000000], r_t=[r=-0.04, prog= 0.08, pen=-0.12, r_old=-0.04], Reward=  4932.17 /  4945.36 /  24766.61, epsilon=  0.762, speed=  0.05, gear= 1, damage= 1125.00
