=============================================================
 starting episode: 200/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:200 step:0(96154), a_t=[s= 1.00, t= 1.000000, b= 0.000000], r_t=[r= 0.59, prog= 0.59, pen=-0.00, r_old= 0.59], Reward=  0.59 /  0.59 /  24766.61, epsilon=  0.739, speed=  0.20, gear= 1, damage= 0.00
=============================================================
 starting episode: 261/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:261 step:0(113394), a_t=[s= 0.08, t= 0.675693, b= 0.000000], r_t=[r=-0.12, prog=-0.12, pen= 0.00, r_old=-0.12], Reward= -0.12 / -0.12 /  29035.47, epsilon=  0.709, speed= -0.04, gear= 1, damage= 0.00
Ep:261 step:20(113414), a_t=[s= 0.65, t= 0.824778, b= 0.000000], r_t=[r= 156.83, prog= 192.79, pen=-35.97, r_old= 156.83], Reward=  1559.36 /  1559.36 /  29035.47, epsilon=  0.709, speed=  67.37, gear= 1, damage= 0.00
Ep:261 step:40(113434), a_t=[s=-0.60, t= 0.454738, b= 0.000000], r_t=[r= 35.68, prog= 183.18, pen=-147.50, r_old= 35.68], Reward=  3998.91 /  3915.06 /  29035.47, epsilon=  0.709, speed=  75.31, gear= 1, damage= 10.00
META = 1 ... Running backwards
=============================================================
 starting episode: 262/2000
Client connected on 3109..............
Ep:262 step:0(113446), a_t=[s= 0.50, t= 0.744123, b= 0.000000], r_t=[r= 0.49, prog= 0.49, pen=-0.00, r_old= 0.49], Reward=  0.49 /  0.49 /  29035.47, epsilon=  0.709, speed=  0.16, gear= 1, damage= 0.00
Ep:262 step:20(113466), a_t=[s=-0.12, t= 0.739345, b= 0.000000], r_t=[r= 124.48, prog= 189.34, pen=-64.86, r_old= 124.48], Reward=  1402.43 /  1402.43 /  29035.47, epsilon=  0.708, speed=  67.84, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 263/2000
Client connected on 3109..............
Ep:263 step:0(113470), a_t=[s= 0.69, t= 0.601970, b= 0.000000], r_t=[r= 0.25, prog= 0.25, pen=-0.00, r_old= 0.25], Reward=  0.25 /  0.25 /  29035.47, epsilon=  0.708, speed=  0.08, gear= 1, damage= 0.00
Ep:263 step:20(113490), a_t=[s= 1.00, t= 0.540739, b= 0.000000], r_t=[r= 160.96, prog= 189.74, pen=-28.78, r_old= 160.96], Reward=  1568.46 /  1568.46 /  29035.47, epsilon=  0.708, speed=  64.59, gear= 1, damage= 0.00
Ep:263 step:40(113510), a_t=[s=-0.07, t= 0.676636, b= 0.000000], r_t=[r= 215.00, prog= 240.86, pen=-25.85, r_old= 215.00], Reward=  5889.88 /  5889.88 /  29035.47, epsilon=  0.708, speed=  82.42, gear= 1, damage= 0.00
Ep:263 step:60(113530), a_t=[s= 1.00, t= 0.668020, b= 0.000000], r_t=[r= 142.44, prog= 239.71, pen=-97.27, r_old= 142.44], Reward=  9689.49 /  9689.49 /  29035.47, epsilon=  0.708, speed=  81.05, gear= 1, damage= 0.00
Ep:263 step:80(113550), a_t=[s=-1.00, t= 0.545545, b= 0.000000], r_t=[r= 237.03, prog= 240.50, pen=-3.47, r_old= 237.03], Reward=  12993.93 /  12993.93 /  29035.47, epsilon=  0.708, speed=  80.17, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 264/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:264 step:0(113568), a_t=[s= 0.07, t= 0.626116, b= 0.000000], r_t=[r= 0.65, prog= 0.65, pen=-0.00, r_old= 0.65], Reward=  0.65 /  0.65 /  29035.47, epsilon=  0.708, speed=  0.22, gear= 1, damage= 0.00
Ep:264 step:20(113588), a_t=[s= 0.13, t= 0.677628, b= 0.000000], r_t=[r= 190.11, prog= 198.80, pen=-8.69, r_old= 190.11], Reward=  1549.32 /  1549.32 /  29035.47, epsilon=  0.708, speed=  66.33, gear= 1, damage= 0.00
Ep:264 step:40(113608), a_t=[s=-1.00, t= 0.530442, b= 0.000000], r_t=[r= 226.18, prog= 249.19, pen=-23.02, r_old= 226.18], Reward=  5450.79 /  5450.79 /  29035.47, epsilon=  0.708, speed=  83.29, gear= 1, damage= 0.00
Ep:264 step:60(113628), a_t=[s= 0.32, t= 0.571388, b= 0.229636], r_t=[r=-32.33, prog= 87.98, pen=-120.31, r_old=-32.33], Reward=  7193.82 /  7084.19 /  29035.47, epsilon=  0.708, speed=  69.00, gear= 1, damage= 4.00
Ep:264 step:80(113648), a_t=[s=-0.87, t= 0.709528, b= 0.000000], r_t=[r=-0.05, prog= 0.36, pen=-0.41, r_old=-0.05], Reward=  6255.64 /  6158.63 /  29035.47, epsilon=  0.708, speed=  0.18, gear= 1, damage= 873.00
Ep:264 step:100(113668), a_t=[s=-0.44, t= 0.656493, b= 0.000000], r_t=[r=-0.01, prog= 1.26, pen=-1.27, r_old=-0.01], Reward=  6254.59 /  6157.58 /  29035.47, epsilon=  0.708, speed=  0.58, gear= 1, damage= 873.00
Ep:264 step:120(113688), a_t=[s=-0.56, t= 0.758951, b= 0.000000], r_t=[r= 0.14, prog= 1.35, pen=-1.21, r_old= 0.14], Reward=  6255.97 /  6158.96 /  29035.47, epsilon=  0.708, speed=  0.57, gear= 1, damage= 873.00
Ep:264 step:140(113708), a_t=[s= 0.12, t= 0.639283, b= 0.000000], r_t=[r= 1.61, prog= 7.01, pen=-5.39, r_old= 1.61], Reward=  6265.64 /  6168.63 /  29035.47, epsilon=  0.708, speed=  2.67, gear= 1, damage= 873.00
Ep:264 step:160(113728), a_t=[s=-1.00, t= 0.626677, b= 0.000000], r_t=[r= 31.39, prog= 70.84, pen=-39.45, r_old= 31.39], Reward=  6418.67 /  6321.66 /  29035.47, epsilon=  0.708, speed=  23.64, gear= 1, damage= 873.00
META = 1 ... Running backwards
=============================================================
 starting episode: 265/2000
Client connected on 3109..............
Ep:265 step:0(113735), a_t=[s= 0.60, t= 0.512704, b= 0.000000], r_t=[r= 0.24, prog= 0.24, pen=-0.00, r_old= 0.24], Reward=  0.24 /  0.24 /  29035.47, epsilon=  0.708, speed=  0.08, gear= 1, damage= 0.00
Ep:265 step:20(113755), a_t=[s=-0.28, t= 0.586451, b= 0.000000], r_t=[r= 151.45, prog= 182.43, pen=-30.98, r_old= 151.45], Reward=  1482.07 /  1482.07 /  29035.47, epsilon=  0.707, speed=  62.23, gear= 1, damage= 0.00
Ep:265 step:40(113775), a_t=[s= 0.38, t= 0.703542, b= 0.000000], r_t=[r= 203.63, prog= 249.82, pen=-46.20, r_old= 203.63], Reward=  5707.81 /  5707.81 /  29035.47, epsilon=  0.707, speed=  83.86, gear= 1, damage= 0.00
Ep:265 step:60(113795), a_t=[s= 0.59, t= 0.623041, b= 0.000000], r_t=[r= 98.48, prog= 242.82, pen=-144.34, r_old= 98.48], Reward=  9096.71 /  9096.71 /  29035.47, epsilon=  0.707, speed=  82.99, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 266/2000
Client connected on 3109..............
Ep:266 step:0(113804), a_t=[s= 0.86, t= 0.578372, b= 0.000000], r_t=[r= 0.55, prog= 0.55, pen=-0.00, r_old= 0.55], Reward=  0.55 /  0.55 /  29035.47, epsilon=  0.707, speed=  0.18, gear= 1, damage= 0.00
Ep:266 step:20(113824), a_t=[s= 0.39, t= 0.558456, b= 0.019868], r_t=[r= 170.79, prog= 188.15, pen=-17.36, r_old= 170.79], Reward=  1434.04 /  1434.04 /  29035.47, epsilon=  0.707, speed=  62.75, gear= 1, damage= 0.00
Ep:266 step:40(113844), a_t=[s= 0.61, t= 0.508372, b= 0.000000], r_t=[r= 223.45, prog= 250.23, pen=-26.78, r_old= 223.45], Reward=  5543.58 /  5543.58 /  29035.47, epsilon=  0.707, speed=  83.45, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 267/2000
Client connected on 3109..............
Ep:267 step:0(113856), a_t=[s= 1.00, t= 0.696358, b= 0.000000], r_t=[r= 0.78, prog= 0.78, pen=-0.00, r_old= 0.78], Reward=  0.78 /  0.78 /  29035.47, epsilon=  0.707, speed=  0.26, gear= 1, damage= 0.00
Ep:267 step:20(113876), a_t=[s= 0.67, t= 0.687848, b= 0.000000], r_t=[r= 148.47, prog= 188.22, pen=-39.75, r_old= 148.47], Reward=  1495.31 /  1495.31 /  29035.47, epsilon=  0.707, speed=  70.31, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 268/2000
Client connected on 3109..............
Ep:268 step:0(113884), a_t=[s= 0.75, t= 0.657564, b= 0.000000], r_t=[r= 0.33, prog= 0.33, pen=-0.00, r_old= 0.33], Reward=  0.33 /  0.33 /  29035.47, epsilon=  0.707, speed=  0.11, gear= 1, damage= 0.00
Ep:268 step:20(113904), a_t=[s=-0.52, t= 0.586562, b= 0.000000], r_t=[r= 191.31, prog= 209.42, pen=-18.11, r_old= 191.31], Reward=  1662.22 /  1662.22 /  29035.47, epsilon=  0.707, speed=  69.82, gear= 1, damage= 0.00
Ep:268 step:40(113924), a_t=[s=-0.44, t= 0.698868, b= 0.000000], r_t=[r= 163.94, prog= 228.68, pen=-64.73, r_old= 163.94], Reward=  5378.25 /  5378.25 /  29035.47, epsilon=  0.707, speed=  82.75, gear= 1, damage= 0.00
Ep:268 step:60(113944), a_t=[s=-0.87, t= 0.676315, b= 0.174998], r_t=[r= 8.02, prog= 84.98, pen=-76.97, r_old= 8.02], Reward=  6621.12 /  6608.37 /  29035.47, epsilon=  0.707, speed=  36.11, gear= 1, damage= 202.00
META = 1 ... Running backwards
=============================================================
 starting episode: 269/2000
Client connected on 3109..............
Ep:269 step:0(113950), a_t=[s= 0.64, t= 0.743071, b= 0.000000], r_t=[r= 0.38, prog= 0.38, pen=-0.00, r_old= 0.38], Reward=  0.38 /  0.38 /  29035.47, epsilon=  0.707, speed=  0.13, gear= 1, damage= 0.00
Ep:269 step:20(113970), a_t=[s= 0.52, t= 0.684405, b= 0.000000], r_t=[r= 144.59, prog= 183.84, pen=-39.25, r_old= 144.59], Reward=  1309.73 /  1309.73 /  29035.47, epsilon=  0.707, speed=  65.25, gear= 1, damage= 0.00
Ep:269 step:40(113990), a_t=[s=-0.76, t= 0.640939, b= 0.000000], r_t=[r= 139.96, prog= 216.93, pen=-76.97, r_old= 139.96], Reward=  3463.44 /  3327.67 /  29035.47, epsilon=  0.707, speed=  83.28, gear= 1, damage= 140.00
Ep:269 step:60(114010), a_t=[s= 0.01, t= 0.639876, b= 0.000000], r_t=[r= 60.85, prog= 209.16, pen=-148.31, r_old= 60.85], Reward=  7001.77 /  6865.99 /  29035.47, epsilon=  0.707, speed=  81.88, gear= 1, damage= 140.00
META = 1 ... Running backwards
=============================================================
 starting episode: 270/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:270 step:0(114020), a_t=[s= 0.91, t= 0.712183, b= 0.000000], r_t=[r= 0.72, prog= 0.72, pen=-0.00, r_old= 0.72], Reward=  0.72 /  0.72 /  29035.47, epsilon=  0.707, speed=  0.24, gear= 1, damage= 0.00
Ep:270 step:20(114040), a_t=[s= 0.59, t= 0.615579, b= 0.000000], r_t=[r= 153.07, prog= 178.47, pen=-25.39, r_old= 153.07], Reward=  1580.05 /  1580.05 /  29035.47, epsilon=  0.707, speed=  63.75, gear= 1, damage= 0.00
Ep:270 step:40(114060), a_t=[s= 0.70, t= 0.679130, b= 0.000000], r_t=[r= 94.86, prog= 224.08, pen=-129.22, r_old= 94.86], Reward=  3033.03 /  2958.27 /  29035.47, epsilon=  0.706, speed=  81.84, gear= 1, damage= 1.00
Ep:270 step:60(114080), a_t=[s=-0.19, t= 0.688780, b= 0.225860], r_t=[r=-18.25, prog= 14.41, pen=-32.66, r_old=-18.25], Reward=  3707.50 /  3520.66 /  29035.47, epsilon=  0.706, speed=  13.57, gear= 1, damage= 469.00
META = 1 ... Running backwards
=============================================================
 starting episode: 271/2000
Client connected on 3109..............
Ep:271 step:0(114082), a_t=[s= 0.05, t= 0.800527, b= 0.038475], r_t=[r= 0.02, prog= 0.02, pen=-0.00, r_old= 0.02], Reward=  0.02 /  0.02 /  29035.47, epsilon=  0.706, speed=  0.01, gear= 1, damage= 0.00
Ep:271 step:20(114102), a_t=[s= 0.08, t= 0.610022, b= 0.000000], r_t=[r= 192.39, prog= 227.24, pen=-34.86, r_old= 192.39], Reward=  1684.26 /  1684.26 /  29035.47, epsilon=  0.706, speed=  75.91, gear= 1, damage= 0.00
Ep:271 step:40(114122), a_t=[s=-1.00, t= 0.611004, b= 0.000000], r_t=[r= 232.65, prog= 250.08, pen=-17.43, r_old= 232.65], Reward=  5863.72 /  5863.72 /  29035.47, epsilon=  0.706, speed=  83.42, gear= 1, damage= 0.00
Ep:271 step:60(114142), a_t=[s= 0.94, t= 0.745509, b= 0.000000], r_t=[r= 191.78, prog= 230.01, pen=-38.23, r_old= 191.78], Reward=  9540.76 /  9540.76 /  29035.47, epsilon=  0.706, speed=  80.26, gear= 1, damage= 0.00
Ep:271 step:80(114162), a_t=[s= 0.30, t= 0.588274, b= 0.000000], r_t=[r= 113.43, prog= 214.38, pen=-100.95, r_old= 113.43], Reward=  13383.10 /  13383.10 /  29035.47, epsilon=  0.706, speed=  80.39, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 272/2000
Client connected on 3109..............
Ep:272 step:0(114164), a_t=[s= 0.01, t= 0.728199, b= 0.000000], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  0.06 /  0.06 /  29035.47, epsilon=  0.706, speed=  0.02, gear= 1, damage= 0.00
Ep:272 step:20(114184), a_t=[s=-0.36, t= 0.698959, b= 0.000000], r_t=[r= 201.66, prog= 229.45, pen=-27.80, r_old= 201.66], Reward=  1780.70 /  1780.70 /  29035.47, epsilon=  0.706, speed=  76.84, gear= 1, damage= 0.00
Ep:272 step:40(114204), a_t=[s=-1.00, t= 0.657904, b= 0.000000], r_t=[r= 223.41, prog= 240.55, pen=-17.14, r_old= 223.41], Reward=  6100.25 /  6100.25 /  29035.47, epsilon=  0.706, speed=  80.74, gear= 1, damage= 0.00
Ep:272 step:60(114224), a_t=[s= 1.00, t= 0.583378, b= 0.000000], r_t=[r= 144.29, prog= 223.30, pen=-79.01, r_old= 144.29], Reward=  9574.98 /  9574.98 /  29035.47, epsilon=  0.706, speed=  83.13, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 273/2000
Client connected on 3109..............
Ep:273 step:0(114239), a_t=[s= 0.31, t= 0.687014, b= 0.000000], r_t=[r= 0.54, prog= 0.55, pen=-0.00, r_old= 0.54], Reward=  0.54 /  0.54 /  29035.47, epsilon=  0.706, speed=  0.18, gear= 1, damage= 0.00
Ep:273 step:20(114259), a_t=[s= 1.00, t= 0.695138, b= 0.000000], r_t=[r= 172.37, prog= 197.18, pen=-24.81, r_old= 172.37], Reward=  1463.17 /  1463.17 /  29035.47, epsilon=  0.706, speed=  65.82, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 274/2000
Client connected on 3109..............
Ep:274 step:0(114273), a_t=[s= 0.04, t= 0.621779, b= 0.000000], r_t=[r= 0.53, prog= 0.53, pen=-0.00, r_old= 0.53], Reward=  0.53 /  0.53 /  29035.47, epsilon=  0.706, speed=  0.18, gear= 1, damage= 0.00
Ep:274 step:20(114293), a_t=[s= 1.00, t= 0.562285, b= 0.000000], r_t=[r= 186.50, prog= 191.95, pen=-5.44, r_old= 186.50], Reward=  1605.42 /  1605.42 /  29035.47, epsilon=  0.706, speed=  63.98, gear= 1, damage= 0.00
Ep:274 step:40(114313), a_t=[s= 0.28, t= 0.702791, b= 0.000000], r_t=[r= 212.44, prog= 247.83, pen=-35.39, r_old= 212.44], Reward=  5805.29 /  5805.29 /  29035.47, epsilon=  0.706, speed=  83.85, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 275/2000
Client connected on 3109..............
Ep:275 step:0(114332), a_t=[s= 0.24, t= 0.738811, b= 0.000000], r_t=[r= 0.21, prog= 0.21, pen=-0.00, r_old= 0.21], Reward=  0.21 /  0.21 /  29035.47, epsilon=  0.706, speed=  0.07, gear= 1, damage= 0.00
Ep:275 step:20(114352), a_t=[s= 0.18, t= 0.685638, b= 0.000000], r_t=[r= 161.76, prog= 205.21, pen=-43.45, r_old= 161.76], Reward=  1512.75 /  1512.75 /  29035.47, epsilon=  0.705, speed=  69.11, gear= 1, damage= 0.00
Ep:275 step:40(114372), a_t=[s= 0.08, t= 0.691940, b= 0.000000], r_t=[r= 169.57, prog= 226.82, pen=-57.25, r_old= 169.57], Reward=  4997.09 /  4997.09 /  29035.47, epsilon=  0.705, speed=  82.00, gear= 1, damage= 0.00
Ep:275 step:60(114392), a_t=[s= 0.44, t= 0.669732, b= 0.246113], r_t=[r= 0.47, prog= 99.20, pen=-98.74, r_old= 0.47], Reward=  6925.94 /  6893.39 /  29035.47, epsilon=  0.705, speed=  45.24, gear= 1, damage= 140.00
META = 1 ... Running backwards
=============================================================
 starting episode: 276/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:276 step:0(114399), a_t=[s= 1.00, t= 0.604802, b= 0.000000], r_t=[r= 0.51, prog= 0.51, pen=-0.00, r_old= 0.51], Reward=  0.51 /  0.51 /  29035.47, epsilon=  0.705, speed=  0.17, gear= 1, damage= 0.00
Ep:276 step:20(114419), a_t=[s= 0.70, t= 0.632763, b= 0.000000], r_t=[r= 85.22, prog= 133.77, pen=-48.55, r_old= 85.22], Reward=  1220.21 /  1220.21 /  29035.47, epsilon=  0.705, speed=  59.82, gear= 1, damage= 0.00
Ep:276 step:40(114439), a_t=[s=-0.70, t= 0.621456, b= 0.000000], r_t=[r= 120.33, prog= 232.02, pen=-111.69, r_old= 120.33], Reward=  3239.41 /  3239.41 /  29035.47, epsilon=  0.705, speed=  78.33, gear= 1, damage= 0.00
Ep:276 step:60(114459), a_t=[s= 1.00, t= 0.751887, b= 0.000000], r_t=[r= 122.18, prog= 242.99, pen=-120.81, r_old= 122.18], Reward=  6234.39 /  6234.39 /  29035.47, epsilon=  0.705, speed=  82.16, gear= 1, damage= 0.00
Ep:276 step:80(114479), a_t=[s=-1.00, t= 0.600956, b= 0.099933], r_t=[r=-0.01, prog=-0.01, pen= 0.01, r_old=-0.01], Reward=  5551.04 /  5565.15 /  29035.47, epsilon=  0.705, speed= -0.01, gear= 1, damage= 1423.00
Ep:276 step:100(114499), a_t=[s=-1.00, t= 0.649477, b= 0.032683], r_t=[r=-0.06, prog= 0.13, pen=-0.19, r_old=-0.06], Reward=  5549.24 /  5563.35 /  29035.47, epsilon=  0.705, speed=  0.08, gear= 1, damage= 1423.00
Ep:276 step:120(114519), a_t=[s= 0.50, t= 0.657507, b= 0.000000], r_t=[r=-0.09, prog= 0.32, pen=-0.41, r_old=-0.09], Reward=  5546.59 /  5560.70 /  29035.47, epsilon=  0.705, speed=  0.18, gear= 1, damage= 1423.00
Ep:276 step:140(114539), a_t=[s=-0.21, t= 0.646002, b= 0.000000], r_t=[r=-0.13, prog= 0.96, pen=-1.09, r_old=-0.13], Reward=  5544.10 /  5558.21 /  29035.47, epsilon=  0.705, speed=  0.49, gear= 1, damage= 1423.00
Ep:276 step:160(114559), a_t=[s=-0.28, t= 0.597645, b= 0.000000], r_t=[r=-0.06, prog= 1.35, pen=-1.41, r_old=-0.06], Reward=  5542.61 /  5556.72 /  29035.47, epsilon=  0.705, speed=  0.64, gear= 1, damage= 1423.00
Ep:276 step:180(114579), a_t=[s=-0.16, t= 0.618945, b= 0.000000], r_t=[r= 0.12, prog= 1.47, pen=-1.35, r_old= 0.12], Reward=  5543.33 /  5557.44 /  29035.47, epsilon=  0.705, speed=  0.63, gear= 1, damage= 1423.00
Ep:276 step:200(114599), a_t=[s=-0.08, t= 0.651176, b= 0.000000], r_t=[r= 1.48, prog= 6.63, pen=-5.16, r_old= 1.48], Reward=  5552.50 /  5566.61 /  29035.47, epsilon=  0.705, speed=  2.54, gear= 1, damage= 1423.00
META = 1 ... Running backwards
=============================================================
 starting episode: 277/2000
Client connected on 3109..............
Ep:277 step:0(114619), a_t=[s= 0.79, t= 0.642591, b= 0.000000], r_t=[r= 0.33, prog= 0.33, pen=-0.00, r_old= 0.33], Reward=  0.33 /  0.33 /  29035.47, epsilon=  0.705, speed=  0.11, gear= 1, damage= 0.00
Ep:277 step:20(114639), a_t=[s=-0.31, t= 0.665916, b= 0.000000], r_t=[r= 152.53, prog= 182.61, pen=-30.08, r_old= 152.53], Reward=  1452.26 /  1452.26 /  29035.47, epsilon=  0.705, speed=  62.72, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 278/2000
Client connected on 3109..............
Ep:278 step:0(114645), a_t=[s= 0.38, t= 0.601702, b= 0.000000], r_t=[r= 0.11, prog= 0.11, pen=-0.00, r_old= 0.11], Reward=  0.11 /  0.11 /  29035.47, epsilon=  0.705, speed=  0.04, gear= 1, damage= 0.00
Ep:278 step:20(114665), a_t=[s=-0.18, t= 0.724886, b= 0.000000], r_t=[r= 202.35, prog= 223.62, pen=-21.27, r_old= 202.35], Reward=  1742.17 /  1742.17 /  29035.47, epsilon=  0.704, speed=  74.67, gear= 1, damage= 0.00
Ep:278 step:40(114685), a_t=[s= 0.59, t= 0.609007, b= 0.000000], r_t=[r= 151.11, prog= 211.47, pen=-60.35, r_old= 151.11], Reward=  5474.01 /  5474.01 /  29035.47, epsilon=  0.704, speed=  80.56, gear= 1, damage= 0.00
Ep:278 step:60(114705), a_t=[s= 0.21, t= 0.629371, b= 0.000000], r_t=[r= 176.78, prog= 235.83, pen=-59.05, r_old= 176.78], Reward=  9493.77 /  9493.77 /  29035.47, epsilon=  0.704, speed=  81.91, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 279/2000
Client connected on 3109..............
Ep:279 step:0(114710), a_t=[s=-0.21, t= 0.623342, b= 0.000000], r_t=[r= 0.05, prog= 0.05, pen=-0.00, r_old= 0.05], Reward=  0.05 /  0.05 /  29035.47, epsilon=  0.704, speed=  0.02, gear= 1, damage= 0.00
Ep:279 step:20(114730), a_t=[s= 1.00, t= 0.734241, b= 0.000000], r_t=[r= 189.28, prog= 197.05, pen=-7.77, r_old= 189.28], Reward=  1517.87 /  1517.87 /  29035.47, epsilon=  0.704, speed=  65.69, gear= 1, damage= 0.00
Ep:279 step:40(114750), a_t=[s=-0.20, t= 0.657837, b= 0.000000], r_t=[r= 199.75, prog= 235.64, pen=-35.89, r_old= 199.75], Reward=  5627.95 /  5627.95 /  29035.47, epsilon=  0.704, speed=  80.70, gear= 1, damage= 0.00
Ep:279 step:60(114770), a_t=[s=-0.24, t= 0.612650, b= 0.205276], r_t=[r=-56.85, prog= 69.52, pen=-126.37, r_old=-56.85], Reward=  6611.69 /  6524.67 /  29035.47, epsilon=  0.704, speed=  57.71, gear= 1, damage= 2.00
Ep:279 step:80(114790), a_t=[s=-1.00, t= 0.564865, b= 0.004363], r_t=[r=-0.13, prog= 0.46, pen=-0.59, r_old=-0.13], Reward=  5843.58 /  5766.90 /  29035.47, epsilon=  0.704, speed=  0.26, gear= 1, damage= 750.00
Ep:279 step:100(114810), a_t=[s=-1.00, t= 0.565526, b= 0.000000], r_t=[r=-0.22, prog= 1.28, pen=-1.50, r_old=-0.22], Reward=  5841.37 /  5764.69 /  29035.47, epsilon=  0.704, speed=  0.67, gear= 1, damage= 750.00
Ep:279 step:120(114830), a_t=[s=-0.60, t= 0.552156, b= 0.000000], r_t=[r=-0.04, prog= 0.99, pen=-1.04, r_old=-0.04], Reward=  5839.89 /  5763.22 /  29035.47, epsilon=  0.704, speed=  0.47, gear= 1, damage= 750.00
Ep:279 step:140(114850), a_t=[s=-0.93, t= 0.650954, b= 0.000000], r_t=[r= 0.10, prog= 1.51, pen=-1.41, r_old= 0.10], Reward=  5840.26 /  5763.58 /  29035.47, epsilon=  0.704, speed=  0.66, gear= 1, damage= 750.00
Ep:279 step:160(114870), a_t=[s=-0.57, t= 0.749068, b= 0.000000], r_t=[r= 0.75, prog= 3.49, pen=-2.74, r_old= 0.75], Reward=  5848.93 /  5772.25 /  29035.47, epsilon=  0.704, speed=  1.34, gear= 1, damage= 750.00
Ep:279 step:180(114890), a_t=[s=-0.47, t= 0.642322, b= 0.000000], r_t=[r= 43.12, prog= 90.79, pen=-47.67, r_old= 43.12], Reward=  6076.51 /  5999.84 /  29035.47, epsilon=  0.704, speed=  30.26, gear= 1, damage= 750.00
META = 1 ... Running backwards
=============================================================
 starting episode: 280/2000
Client connected on 3109..............
Ep:280 step:0(114898), a_t=[s= 1.00, t= 1.000000, b= 0.000000], r_t=[r= 0.59, prog= 0.59, pen=-0.00, r_old= 0.59], Reward=  0.59 /  0.59 /  29035.47, epsilon=  0.704, speed=  0.20, gear= 1, damage= 0.00
Ep:280 step:20(114918), a_t=[s= 1.00, t= 1.000000, b= 0.000000], r_t=[r= 219.60, prog= 242.73, pen=-23.13, r_old= 219.60], Reward=  2364.19 /  2364.19 /  29035.47, epsilon=  0.704, speed=  81.10, gear= 1, damage= 0.00
Ep:280 step:40(114938), a_t=[s=-1.00, t= 1.000000, b= 0.486055], r_t=[r= 0.54, prog= 0.63, pen=-0.10, r_old= 0.54], Reward=  5569.53 /  5569.53 /  29035.47, epsilon=  0.704, speed=  0.21, gear= 1, damage= 0.00
Ep:280 step:60(114958), a_t=[s= 1.00, t= 1.000000, b= 0.000000], r_t=[r= 143.21, prog= 165.12, pen=-21.91, r_old= 143.21], Reward=  6364.34 /  6364.34 /  29035.47, epsilon=  0.704, speed=  58.31, gear= 1, damage= 0.00
Ep:280 step:80(114978), a_t=[s= 1.00, t= 1.000000, b= 0.000000], r_t=[r= 188.67, prog= 237.68, pen=-49.01, r_old= 188.67], Reward=  9350.09 /  9350.09 /  29035.47, epsilon=  0.704, speed=  79.46, gear= 1, damage= 0.00
Ep:280 step:100(114998), a_t=[s=-0.81, t= 1.000000, b= 0.001398], r_t=[r= 34.10, prog= 143.19, pen=-109.09, r_old= 34.10], Reward=  12336.32 /  12336.32 /  29035.47, epsilon=  0.704, speed=  67.79, gear= 1, damage= 0.00
Ep:280 step:120(115018), a_t=[s=-1.00, t= 1.000000, b= 0.981323], r_t=[r=-0.18, prog=-0.17, pen=-0.01, r_old=-0.18], Reward=  12775.39 /  12775.39 /  29035.47, epsilon=  0.704, speed= -0.07, gear= 1, damage= 0.00
Ep:280 step:140(115038), a_t=[s=-1.00, t= 1.000000, b= 0.982172], r_t=[r= 0.06, prog= 0.10, pen=-0.04, r_old= 0.06], Reward=  12775.93 /  12775.93 /  29035.47, epsilon=  0.704, speed=  0.04, gear= 1, damage= 0.00
Ep:280 step:160(115058), a_t=[s=-1.00, t= 1.000000, b= 0.983380], r_t=[r= 0.05, prog= 0.08, pen=-0.03, r_old= 0.05], Reward=  12776.08 /  12776.08 /  29035.47, epsilon=  0.704, speed=  0.03, gear= 1, damage= 0.00
Ep:280 step:180(115078), a_t=[s=-1.00, t= 1.000000, b= 0.984375], r_t=[r= 0.14, prog= 0.23, pen=-0.08, r_old= 0.14], Reward=  12776.19 /  12776.19 /  29035.47, epsilon=  0.704, speed=  0.09, gear= 1, damage= 0.00
Ep:280 step:200(115098), a_t=[s=-1.00, t= 1.000000, b= 0.984855], r_t=[r= 0.13, prog= 0.21, pen=-0.08, r_old= 0.13], Reward=  12776.14 /  12776.14 /  29035.47, epsilon=  0.704, speed=  0.08, gear= 1, damage= 0.00
