=============================================================
 starting episode: 0/2000
Client connected on 3107..............
Ep:0 step:0(1), a_t=[s=-0.10, t= 0.491327, b= 0.000000], r_t=[r= 0.38, prog= 0.38, pen=-0.00, r_old= 0.38], Reward=  0.38 /  0.38 / -inf, epsilon=  1.000, speed=  0.13, gear= 0, damage= 0.00
Ep:69 step:120(18529), a_t=[s=-0.41, t= 0.412751, b= 0.000000], r_t=[r= 173.95, prog= 248.56, pen=-74.61, r_old= 173.95], Reward=  14010.51 /  13794.02 /  23371.15, epsilon=  0.939, speed=  84.09, gear= 3, damage= 4.00
Ep:69 step:140(18549), a_t=[s= 1.00, t= 0.557371, b= 0.000000], r_t=[r= 26.25, prog= 132.06, pen=-105.81, r_old= 26.25], Reward=  14935.49 /  14594.18 /  23371.15, epsilon=  0.939, speed=  51.60, gear= 1, damage= 67.00
META = 1 ... Running backwards
=============================================================
 starting episode: 70/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:70 step:0(18558), a_t=[s= 0.83, t= 0.515074, b= 0.000000], r_t=[r= 0.32, prog= 0.32, pen=-0.00, r_old= 0.32], Reward=  0.32 /  0.32 /  23371.15, epsilon=  0.939, speed=  0.11, gear= 1, damage= 0.00
Ep:70 step:20(18578), a_t=[s= 1.00, t= 0.601880, b= 0.000000], r_t=[r= 138.76, prog= 149.70, pen=-10.94, r_old= 138.76], Reward=  1309.54 /  1309.54 /  23371.15, epsilon=  0.938, speed=  50.16, gear= 1, damage= 0.00
Ep:70 step:40(18598), a_t=[s=-0.93, t= 0.336328, b= 0.000000], r_t=[r= 50.68, prog= 148.71, pen=-98.03, r_old=-1.00], Reward=  3382.71 /  3277.35 /  23371.15, epsilon=  0.938, speed=  50.87, gear= 2, damage= 248.00
Ep:70 step:60(18618), a_t=[s=-0.12, t= 0.549003, b= 0.000000], r_t=[r= 90.45, prog= 217.01, pen=-126.56, r_old= 90.45], Reward=  5333.01 /  5227.65 /  23371.15, epsilon=  0.938, speed=  73.95, gear= 2, damage= 248.00
Ep:70 step:80(18638), a_t=[s= 0.22, t= 0.491633, b= 0.000000], r_t=[r= 107.89, prog= 237.74, pen=-129.86, r_old= 107.89], Reward=  7669.33 /  7563.97 /  23371.15, epsilon=  0.938, speed=  85.30, gear= 3, damage= 248.00
Ep:70 step:100(18658), a_t=[s=-0.08, t= 0.584650, b= 0.000000], r_t=[r= 75.88, prog= 238.68, pen=-162.80, r_old= 75.88], Reward=  10812.27 /  10706.91 /  23371.15, epsilon=  0.938, speed=  87.23, gear= 3, damage= 248.00
Ep:70 step:120(18678), a_t=[s= 0.07, t= 0.501317, b= 0.000000], r_t=[r= 45.74, prog= 170.27, pen=-124.53, r_old=-4.00], Reward=  12634.53 /  12388.12 /  23371.15, epsilon=  0.938, speed=  61.94, gear= 2, damage= 485.00
META = 1 ... Running backwards
=============================================================
 starting episode: 71/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:71 step:0(18690), a_t=[s=-0.82, t= 0.616828, b= 0.000000], r_t=[r= 0.30, prog= 0.31, pen=-0.00, r_old= 0.30], Reward=  0.30 /  0.30 /  23371.15, epsilon=  0.938, speed=  0.10, gear= 1, damage= 0.00
Ep:71 step:20(18710), a_t=[s= 1.00, t= 0.466162, b= 0.000000], r_t=[r= 75.12, prog= 106.27, pen=-31.15, r_old= 75.12], Reward=  866.39 /  866.39 /  23371.15, epsilon=  0.938, speed=  37.04, gear= 1, damage= 0.00
Ep:71 step:40(18730), a_t=[s= 0.62, t= 0.621152, b= 0.000000], r_t=[r= 182.52, prog= 202.45, pen=-19.93, r_old= 182.52], Reward=  3229.94 /  3229.94 /  23371.15, epsilon=  0.938, speed=  68.66, gear= 2, damage= 0.00
Ep:71 step:60(18750), a_t=[s=-1.00, t= 0.430565, b= 0.000000], r_t=[r= 111.75, prog= 215.43, pen=-103.68, r_old= 111.75], Reward=  6950.36 /  6950.36 /  23371.15, epsilon=  0.938, speed=  80.56, gear= 3, damage= 0.00
Ep:71 step:80(18770), a_t=[s= 1.00, t= 0.382538, b= 0.000000], r_t=[r=-22.36, prog= 38.50, pen=-60.86, r_old=-22.36], Reward=  8072.41 /  7897.37 /  23371.15, epsilon=  0.938, speed=  25.97, gear= 1, damage= 3.00
Ep:71 step:100(18790), a_t=[s= 0.68, t= 0.460854, b= 0.000000], r_t=[r=-0.17, prog= 0.10, pen=-0.27, r_old=-0.17], Reward=  7986.71 /  7811.67 /  23371.15, epsilon=  0.938, speed=  0.11, gear= 1, damage= 3.00
Ep:71 step:120(18810), a_t=[s= 0.46, t= 0.637365, b= 0.000000], r_t=[r=-0.01, prog=-0.02, pen= 0.01, r_old=-0.01], Reward=  7985.09 /  7810.05 /  23371.15, epsilon=  0.938, speed= -0.02, gear= 1, damage= 3.00
Ep:71 step:140(18830), a_t=[s= 1.00, t= 0.509263, b= 0.000000], r_t=[r=-0.04, prog= 0.04, pen=-0.08, r_old=-0.04], Reward=  7983.15 /  7808.11 /  23371.15, epsilon=  0.938, speed=  0.03, gear= 1, damage= 3.00
Ep:71 step:160(18850), a_t=[s= 0.38, t= 0.537890, b= 0.000000], r_t=[r=-0.02, prog=-0.03, pen= 0.01, r_old=-0.02], Reward=  7980.70 /  7805.65 /  23371.15, epsilon=  0.938, speed= -0.03, gear= 1, damage= 3.00
Ep:71 step:180(18870), a_t=[s= 0.43, t= 0.400200, b= 0.000000], r_t=[r=-0.02, prog= 0.03, pen=-0.05, r_old=-0.02], Reward=  7979.04 /  7804.00 /  23371.15, epsilon=  0.937, speed=  0.02, gear= 1, damage= 3.00
Ep:71 step:200(18890), a_t=[s=-0.91, t= 0.522485, b= 0.000000], r_t=[r=-0.14, prog= 0.20, pen=-0.34, r_old=-0.14], Reward=  7977.07 /  7802.03 /  23371.15, epsilon=  0.937, speed=  0.14, gear= 1, damage= 3.00
Ep:71 step:220(18910), a_t=[s=-0.67, t= 0.501623, b= 0.000000], r_t=[r=-0.00, prog= 0.01, pen=-0.01, r_old=-0.00], Reward=  7974.80 /  7799.76 /  23371.15, epsilon=  0.937, speed=  0.01, gear= 1, damage= 3.00
Ep:71 step:240(18930), a_t=[s= 0.03, t= 0.412556, b= 0.000000], r_t=[r=-0.11, prog= 0.29, pen=-0.40, r_old=-0.11], Reward=  7972.49 /  7797.45 /  23371.15, epsilon=  0.937, speed=  0.17, gear= 1, damage= 3.00
Ep:71 step:260(18950), a_t=[s= 1.00, t= 0.585209, b= 0.000000], r_t=[r=-0.12, prog= 0.44, pen=-0.56, r_old=-0.12], Reward=  7970.30 /  7795.26 /  23371.15, epsilon=  0.937, speed=  0.25, gear= 1, damage= 3.00
Ep:71 step:280(18970), a_t=[s= 0.03, t= 0.430905, b= 0.000000], r_t=[r=-0.04, prog= 0.31, pen=-0.36, r_old=-0.04], Reward=  7968.43 /  7793.39 /  23371.15, epsilon=  0.937, speed=  0.16, gear= 1, damage= 3.00
Ep:71 step:300(18990), a_t=[s= 0.95, t= 0.537366, b= 0.000000], r_t=[r=-0.05, prog= 0.98, pen=-1.03, r_old=-0.05], Reward=  7967.04 /  7792.00 /  23371.15, epsilon=  0.937, speed=  0.47, gear= 1, damage= 3.00
Ep:71 step:320(19010), a_t=[s= 1.00, t= 0.465661, b= 0.000000], r_t=[r= 0.02, prog= 0.82, pen=-0.80, r_old= 0.02], Reward=  7966.93 /  7791.89 /  23371.15, epsilon=  0.937, speed=  0.37, gear= 1, damage= 3.00
Ep:71 step:340(19030), a_t=[s= 0.19, t= 0.448114, b= 0.000000], r_t=[r= 0.06, prog= 0.73, pen=-0.67, r_old= 0.06], Reward=  7967.84 /  7792.80 /  23371.15, epsilon=  0.937, speed=  0.31, gear= 1, damage= 3.00
Ep:71 step:360(19050), a_t=[s= 1.00, t= 0.568878, b= 0.000000], r_t=[r= 0.49, prog= 3.01, pen=-2.51, r_old= 0.49], Reward=  7971.66 /  7796.62 /  23371.15, epsilon=  0.937, speed=  1.21, gear= 1, damage= 3.00
Ep:71 step:380(19070), a_t=[s= 0.69, t= 0.534455, b= 0.000000], r_t=[r= 1.49, prog= 4.95, pen=-3.46, r_old= 1.49], Reward=  7994.72 /  7819.68 /  23371.15, epsilon=  0.937, speed=  1.78, gear= 1, damage= 3.00
Ep:71 step:400(19090), a_t=[s=-0.38, t= 0.471031, b= 0.000000], r_t=[r= 6.65, prog= 18.39, pen=-11.74, r_old= 6.65], Reward=  8087.25 /  7912.21 /  23371.15, epsilon=  0.937, speed=  6.34, gear= 1, damage= 3.00
Ep:71 step:420(19110), a_t=[s=-0.14, t= 0.452733, b= 0.000000], r_t=[r= 102.83, prog= 154.12, pen=-51.30, r_old= 102.83], Reward=  8966.73 /  8791.69 /  23371.15, epsilon=  0.937, speed=  56.14, gear= 2, damage= 3.00
Ep:71 step:440(19130), a_t=[s= 0.05, t= 0.434925, b= 0.000000], r_t=[r= 111.31, prog= 212.15, pen=-100.84, r_old= 111.31], Reward=  12103.36 /  11928.32 /  23371.15, epsilon=  0.937, speed=  74.51, gear= 2, damage= 3.00
META = 1 ... Running backwards
=============================================================
 starting episode: 72/2000
### TORCS is RELAUNCHED ###
Client connected on 3107..............
Ep:72 step:0(19139), a_t=[s=-0.04, t= 0.529881, b= 0.000000], r_t=[r= 0.56, prog= 0.56, pen=-0.00, r_old= 0.56], Reward=  0.56 /  0.56 /  23371.15, epsilon=  0.937, speed=  0.19, gear= 1, damage= 0.00
Ep:72 step:20(19159), a_t=[s= 0.23, t= 0.572650, b= 0.000000], r_t=[r= 132.84, prog= 140.88, pen=-8.04, r_old= 132.84], Reward=  1224.59 /  1224.59 /  23371.15, epsilon=  0.937, speed=  47.25, gear= 1, damage= 0.00
Ep:72 step:40(19179), a_t=[s= 0.47, t= 0.521540, b= 0.000000], r_t=[r= 173.43, prog= 198.28, pen=-24.84, r_old= 173.43], Reward=  4053.77 /  4053.77 /  23371.15, epsilon=  0.936, speed=  66.49, gear= 2, damage= 0.00
Ep:72 step:60(19199), a_t=[s=-0.75, t= 0.380748, b= 0.000000], r_t=[r=-53.24, prog= 37.46, pen=-90.71, r_old=-53.24], Reward=  6159.36 /  6081.58 /  23371.15, epsilon=  0.936, speed=  58.98, gear= 2, damage= 11.00
META = 1 ... Running backwards
=============================================================
 starting episode: 73/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:73 step:0(19202), a_t=[s=-0.52, t= 0.492324, b= 0.000000], r_t=[r= 0.61, prog= 0.61, pen=-0.00, r_old= 0.61], Reward=  0.61 /  0.61 /  23371.15, epsilon=  0.936, speed=  0.20, gear= 1, damage= 0.00
Ep:73 step:20(19222), a_t=[s= 0.08, t= 0.544826, b= 0.000000], r_t=[r= 124.69, prog= 133.05, pen=-8.35, r_old= 124.69], Reward=  1095.14 /  1095.14 /  23371.15, epsilon=  0.936, speed=  44.72, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 74/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:74 step:0(19232), a_t=[s= 0.08, t= 0.516478, b= 0.000000], r_t=[r= 0.38, prog= 0.38, pen=-0.00, r_old= 0.38], Reward=  0.38 /  0.38 /  23371.15, epsilon=  0.936, speed=  0.13, gear= 1, damage= 0.00
Ep:74 step:20(19252), a_t=[s= 1.00, t= 0.539587, b= 0.000000], r_t=[r= 113.42, prog= 118.39, pen=-4.97, r_old= 113.42], Reward=  1048.06 /  1048.06 /  23371.15, epsilon=  0.936, speed=  39.47, gear= 1, damage= 0.00
Ep:74 step:40(19272), a_t=[s=-0.40, t= 0.599888, b= 0.000000], r_t=[r= 203.71, prog= 223.44, pen=-19.74, r_old= 203.71], Reward=  4318.17 /  4318.17 /  23371.15, epsilon=  0.936, speed=  74.50, gear= 2, damage= 0.00
Ep:74 step:60(19292), a_t=[s= 1.00, t= 0.485576, b= 0.000000], r_t=[r= 106.34, prog= 251.65, pen=-145.30, r_old= 106.34], Reward=  7772.52 /  7772.52 /  23371.15, epsilon=  0.936, speed=  85.16, gear= 3, damage= 0.00
Ep:74 step:80(19312), a_t=[s= 0.60, t= 0.419385, b= 0.000000], r_t=[r= 183.55, prog= 276.82, pen=-93.27, r_old= 183.55], Reward=  10895.06 /  10895.06 /  23371.15, epsilon=  0.936, speed=  92.31, gear= 3, damage= 0.00
Ep:74 step:100(19332), a_t=[s=-0.86, t= 0.444394, b= 0.000000], r_t=[r= 225.10, prog= 307.81, pen=-82.71, r_old= 225.10], Reward=  15068.00 /  15068.00 /  23371.15, epsilon=  0.936, speed=  103.23, gear= 3, damage= 0.00
Ep:74 step:120(19352), a_t=[s= 0.27, t= 0.487715, b= 0.000000], r_t=[r= 37.02, prog= 165.74, pen=-128.72, r_old= 37.02], Reward=  17536.93 /  17378.71 /  23371.15, epsilon=  0.936, speed=  63.43, gear= 2, damage= 60.00
META = 1 ... Running backwards
=============================================================
 starting episode: 75/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:75 step:0(19363), a_t=[s= 0.91, t= 0.493666, b= 0.000000], r_t=[r= 0.37, prog= 0.37, pen=-0.00, r_old= 0.37], Reward=  0.37 /  0.37 /  23371.15, epsilon=  0.936, speed=  0.12, gear= 1, damage= 0.00
Ep:75 step:20(19383), a_t=[s= 0.22, t= 0.548329, b= 0.000000], r_t=[r= 126.38, prog= 132.30, pen=-5.92, r_old= 126.38], Reward=  1115.32 /  1115.32 /  23371.15, epsilon=  0.936, speed=  44.12, gear= 1, damage= 0.00
Ep:75 step:40(19403), a_t=[s=-0.84, t= 0.524298, b= 0.000000], r_t=[r= 199.15, prog= 215.31, pen=-16.16, r_old= 199.15], Reward=  4192.60 /  4192.60 /  23371.15, epsilon=  0.936, speed=  71.98, gear= 2, damage= 0.00
Ep:75 step:60(19423), a_t=[s= 1.00, t= 0.467471, b= 0.000000], r_t=[r= 202.73, prog= 229.62, pen=-26.89, r_old= 202.73], Reward=  8346.65 /  8346.65 /  23371.15, epsilon=  0.936, speed=  76.63, gear= 2, damage= 0.00
Ep:75 step:80(19443), a_t=[s=-0.02, t= 0.555230, b= 0.000000], r_t=[r= 185.16, prog= 234.85, pen=-49.69, r_old= 185.16], Reward=  12540.63 /  12540.63 /  23371.15, epsilon=  0.936, speed=  80.03, gear= 2, damage= 0.00
Ep:75 step:100(19463), a_t=[s=-0.50, t= 0.441791, b= 0.000000], r_t=[r= 241.57, prog= 252.06, pen=-10.50, r_old= 241.57], Reward=  16199.15 /  16199.15 /  23371.15, epsilon=  0.936, speed=  84.02, gear= 3, damage= 0.00
Ep:75 step:120(19483), a_t=[s= 0.64, t= 0.571926, b= 0.000000], r_t=[r= 204.78, prog= 257.64, pen=-52.86, r_old= 204.78], Reward=  20390.27 /  20390.27 /  23371.15, epsilon=  0.935, speed=  87.52, gear= 3, damage= 0.00
Ep:75 step:140(19503), a_t=[s= 1.00, t= 0.452182, b= 0.000000], r_t=[r= 258.44, prog= 293.89, pen=-35.45, r_old= 258.44], Reward=  25163.94 /  25163.94 /  23371.15, epsilon=  0.935, speed=  98.04, gear= 3, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 76/2000
Client connected on 3107..............
Ep:76 step:0(19517), a_t=[s=-1.00, t= 0.470464, b= 0.000000], r_t=[r= 0.35, prog= 0.35, pen=-0.00, r_old= 0.35], Reward=  0.35 /  0.35 /  27978.48, epsilon=  0.935, speed=  0.12, gear= 1, damage= 0.00
Ep:76 step:20(19537), a_t=[s= 1.00, t= 0.535004, b= 0.000000], r_t=[r= 107.96, prog= 116.00, pen=-8.05, r_old= 107.96], Reward=  1021.27 /  1021.27 /  27978.48, epsilon=  0.935, speed=  38.72, gear= 1, damage= 0.00
Ep:76 step:40(19557), a_t=[s= 0.14, t= 0.535555, b= 0.000000], r_t=[r= 198.49, prog= 224.41, pen=-25.92, r_old= 198.49], Reward=  4113.39 /  4113.39 /  27978.48, epsilon=  0.935, speed=  75.74, gear= 2, damage= 0.00
Ep:76 step:60(19577), a_t=[s=-1.00, t= 0.429003, b= 0.000000], r_t=[r= 202.73, prog= 236.01, pen=-33.28, r_old= 202.73], Reward=  7900.24 /  7900.24 /  27978.48, epsilon=  0.935, speed=  78.71, gear= 2, damage= 0.00
Ep:76 step:80(19597), a_t=[s=-1.00, t= 0.573447, b= 0.000000], r_t=[r= 171.09, prog= 254.07, pen=-82.97, r_old= 171.09], Reward=  10467.53 /  10374.89 /  27978.48, epsilon=  0.935, speed=  85.83, gear= 3, damage= 18.00
Ep:76 step:100(19617), a_t=[s= 0.16, t= 0.586596, b= 0.000000], r_t=[r= 195.35, prog= 271.94, pen=-76.60, r_old= 195.35], Reward=  13360.15 /  13161.64 /  27978.48, epsilon=  0.935, speed=  91.38, gear= 3, damage= 27.00
Ep:76 step:120(19637), a_t=[s= 1.00, t= 0.443690, b= 0.000000], r_t=[r=-26.99, prog= 179.89, pen=-206.88, r_old=-64.00], Reward=  16663.92 /  16428.40 /  27978.48, epsilon=  0.935, speed=  69.88, gear= 3, damage= 91.00
META = 1 ... Running backwards
=============================================================
 starting episode: 77/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:77 step:0(19653), a_t=[s=-0.90, t= 0.357623, b= 0.000000], r_t=[r=-0.26, prog=-0.26, pen= 0.00, r_old=-0.26], Reward= -0.26 / -0.26 /  27978.48, epsilon=  0.935, speed= -0.09, gear= 1, damage= 0.00
Ep:77 step:20(19673), a_t=[s=-0.96, t= 0.554964, b= 0.000000], r_t=[r= 126.17, prog= 132.72, pen=-6.55, r_old= 126.17], Reward=  1184.74 /  1184.74 /  27978.48, epsilon=  0.935, speed=  44.24, gear= 1, damage= 0.00
Ep:77 step:40(19693), a_t=[s=-0.07, t= 0.734260, b= 0.000000], r_t=[r= 206.86, prog= 228.90, pen=-22.04, r_old= 206.86], Reward=  4353.36 /  4353.36 /  27978.48, epsilon=  0.935, speed=  76.31, gear= 2, damage= 0.00
Ep:77 step:60(19713), a_t=[s=-0.73, t= 0.498981, b= 0.000000], r_t=[r= 122.40, prog= 211.57, pen=-89.18, r_old= 122.40], Reward=  8257.57 /  8257.57 /  27978.48, epsilon=  0.935, speed=  76.19, gear= 2, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 78/2000
### TORCS is RELAUNCHED ###
Client connected on 3107..............
Ep:78 step:0(19728), a_t=[s= 0.35, t= 0.726155, b= 0.000000], r_t=[r= 0.78, prog= 0.78, pen=-0.00, r_old= 0.78], Reward=  0.78 /  0.78 /  27978.48, epsilon=  0.935, speed=  0.26, gear= 1, damage= 0.00
Ep:78 step:20(19748), a_t=[s=-1.00, t= 0.499567, b= 0.000000], r_t=[r= 113.67, prog= 132.40, pen=-18.73, r_old= 113.67], Reward=  1149.58 /  1149.58 /  27978.48, epsilon=  0.935, speed=  46.59, gear= 1, damage= 0.00
Ep:78 step:40(19768), a_t=[s= 0.87, t= 0.548211, b= 0.000000], r_t=[r= 203.42, prog= 210.32, pen=-6.90, r_old= 203.42], Reward=  4390.31 /  4390.31 /  27978.48, epsilon=  0.935, speed=  70.11, gear= 2, damage= 0.00
Ep:78 step:60(19788), a_t=[s=-0.39, t= 0.467750, b= 0.014971], r_t=[r= 157.19, prog= 210.16, pen=-52.96, r_old= 157.19], Reward=  8359.83 /  8359.83 /  27978.48, epsilon=  0.934, speed=  80.45, gear= 3, damage= 0.00
Ep:78 step:80(19808), a_t=[s= 0.71, t= 0.440859, b= 0.000000], r_t=[r= 156.20, prog= 241.59, pen=-85.38, r_old= 156.20], Reward=  12073.90 /  12073.90 /  27978.48, epsilon=  0.934, speed=  82.48, gear= 3, damage= 0.00
Ep:78 step:100(19828), a_t=[s= 0.21, t= 0.235904, b= 0.000000], r_t=[r= 252.94, prog= 257.47, pen=-4.53, r_old= 252.94], Reward=  16156.69 /  16156.69 /  27978.48, epsilon=  0.934, speed=  85.84, gear= 3, damage= 0.00
Ep:78 step:120(19848), a_t=[s=-0.43, t= 0.408297, b= 0.000000], r_t=[r= 191.35, prog= 220.99, pen=-29.63, r_old= 191.35], Reward=  20251.64 /  20251.64 /  27978.48, epsilon=  0.934, speed=  76.43, gear= 2, damage= 0.00
Ep:78 step:140(19868), a_t=[s= 0.12, t= 0.470211, b= 0.000000], r_t=[r= 187.43, prog= 240.48, pen=-53.05, r_old= 187.43], Reward=  23744.21 /  23744.21 /  27978.48, epsilon=  0.934, speed=  85.50, gear= 3, damage= 0.00
Ep:78 step:160(19888), a_t=[s= 0.77, t= 0.424959, b= 0.000000], r_t=[r=-18.87, prog= 2.44, pen=-21.31, r_old=-18.87], Reward=  25795.43 /  25764.52 /  27978.48, epsilon=  0.934, speed=  8.58, gear= 1, damage= 160.00
META = 1 ... Running backwards
=============================================================
 starting episode: 79/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:79 step:0(19890), a_t=[s= 0.04, t= 0.356880, b= 0.000000], r_t=[r= 0.32, prog= 0.32, pen=-0.00, r_old= 0.32], Reward=  0.32 /  0.32 /  27978.48, epsilon=  0.934, speed=  0.11, gear= 1, damage= 0.00
Ep:79 step:20(19910), a_t=[s= 1.00, t= 0.522377, b= 0.000000], r_t=[r= 106.49, prog= 119.25, pen=-12.76, r_old= 106.49], Reward=  969.00 /  969.00 /  27978.48, epsilon=  0.934, speed=  40.15, gear= 1, damage= 0.00
Ep:79 step:40(19930), a_t=[s= 1.00, t= 0.476173, b= 0.000000], r_t=[r= 42.45, prog= 142.26, pen=-99.80, r_old= 42.45], Reward=  2108.20 /  2052.27 /  27978.48, epsilon=  0.934, speed=  50.82, gear= 2, damage= 197.00
Ep:79 step:60(19950), a_t=[s= 0.35, t= 0.622331, b= 0.000000], r_t=[r= 91.94, prog= 230.88, pen=-138.93, r_old= 91.94], Reward=  3870.13 /  3814.21 /  27978.48, epsilon=  0.934, speed=  79.39, gear= 2, damage= 197.00
META = 1 ... Running backwards
=============================================================
 starting episode: 80/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:80 step:0(19960), a_t=[s=-0.02, t= 1.000000, b= 0.000000], r_t=[r= 0.54, prog= 0.54, pen=-0.00, r_old= 0.54], Reward=  0.54 /  0.54 /  27978.48, epsilon=  0.934, speed=  0.18, gear= 1, damage= 0.00
Ep:80 step:20(19980), a_t=[s= 0.26, t= 1.000000, b= 0.000000], r_t=[r= 253.65, prog= 274.71, pen=-21.06, r_old= 253.65], Reward=  2780.95 /  2780.95 /  27978.48, epsilon=  0.934, speed=  91.60, gear= 3, damage= 0.00
META = 1 ... Running backwards
Ep:80 step:40(20000), a_t=[s=-1.00, t= 1.000000, b= 0.000000], r_t=[r=-10.37, prog=-2.84, pen=-7.53, r_old=-10.37], Reward=  6793.42 /  6793.42 /  27978.48, epsilon=  0.934, speed=  4.29, gear= 1, damage= 0.00
=============================================================
 starting episode: 81/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:81 step:0(20001), a_t=[s= 0.49, t= 0.475385, b= 0.000000], r_t=[r= 0.62, prog= 0.62, pen=-0.00, r_old= 0.62], Reward=  0.62 /  0.62 /  27978.48, epsilon=  0.934, speed=  0.21, gear= 1, damage= 0.00
Ep:81 step:20(20021), a_t=[s=-0.02, t= 0.497136, b= 0.000000], r_t=[r= 105.86, prog= 137.12, pen=-31.26, r_old= 105.86], Reward=  1097.51 /  1097.51 /  27978.48, epsilon=  0.934, speed=  46.62, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 82/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:82 step:0(20030), a_t=[s= 0.63, t= 0.429360, b= 0.000000], r_t=[r= 0.49, prog= 0.49, pen=-0.00, r_old= 0.49], Reward=  0.49 /  0.49 /  27978.48, epsilon=  0.934, speed=  0.16, gear= 1, damage= 0.00
Ep:82 step:20(20050), a_t=[s= 0.10, t= 0.440834, b= 0.000000], r_t=[r= 112.19, prog= 124.15, pen=-11.97, r_old= 112.19], Reward=  1056.68 /  1056.68 /  27978.48, epsilon=  0.934, speed=  41.65, gear= 1, damage= 0.00
Ep:82 step:40(20070), a_t=[s= 0.82, t= 0.416902, b= 0.000000], r_t=[r= 165.16, prog= 184.96, pen=-19.80, r_old= 165.16], Reward=  3860.60 /  3860.60 /  27978.48, epsilon=  0.934, speed=  63.82, gear= 2, damage= 0.00
Ep:82 step:60(20090), a_t=[s=-1.00, t= 0.591985, b= 0.000000], r_t=[r= 199.71, prog= 229.81, pen=-30.10, r_old= 199.71], Reward=  7721.05 /  7721.05 /  27978.48, epsilon=  0.934, speed=  78.79, gear= 2, damage= 0.00
Ep:82 step:80(20110), a_t=[s= 0.59, t= 0.494306, b= 0.000000], r_t=[r= 154.01, prog= 234.55, pen=-80.54, r_old= 154.01], Reward=  10926.20 /  10926.20 /  27978.48, epsilon=  0.934, speed=  78.24, gear= 2, damage= 0.00
Ep:82 step:100(20130), a_t=[s= 1.00, t= 0.467558, b= 0.000000], r_t=[r= 93.42, prog= 233.68, pen=-140.26, r_old= 93.42], Reward=  12974.66 /  12974.66 /  27978.48, epsilon=  0.933, speed=  79.00, gear= 2, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 83/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:83 step:0(20137), a_t=[s=-0.33, t= 0.533366, b= 0.000000], r_t=[r= 0.07, prog= 0.07, pen=-0.00, r_old= 0.07], Reward=  0.07 /  0.07 /  27978.48, epsilon=  0.933, speed=  0.02, gear= 1, damage= 0.00
Ep:83 step:20(20157), a_t=[s= 0.71, t= 0.491430, b= 0.000000], r_t=[r= 107.09, prog= 122.62, pen=-15.53, r_old= 107.09], Reward=  1091.26 /  1091.26 /  27978.48, epsilon=  0.933, speed=  41.55, gear= 1, damage= 0.00
Ep:83 step:40(20177), a_t=[s= 1.00, t= 0.594998, b= 0.000000], r_t=[r= 53.80, prog= 149.54, pen=-95.74, r_old= 53.80], Reward=  2138.83 /  2129.75 /  27978.48, epsilon=  0.933, speed=  50.01, gear= 2, damage= 139.00
Ep:83 step:60(20197), a_t=[s= 0.10, t= 0.408445, b= 0.000000], r_t=[r= 173.96, prog= 238.72, pen=-64.76, r_old= 173.96], Reward=  4194.87 /  4185.79 /  27978.48, epsilon=  0.933, speed=  79.98, gear= 2, damage= 139.00
Ep:83 step:80(20217), a_t=[s=-0.34, t= 0.831421, b= 0.000000], r_t=[r= 239.55, prog= 278.62, pen=-39.07, r_old= 239.55], Reward=  8311.39 /  8302.31 /  27978.48, epsilon=  0.933, speed=  92.90, gear= 3, damage= 139.00
Ep:83 step:100(20237), a_t=[s= 1.00, t= 0.685074, b= 0.000000], r_t=[r= 80.76, prog= 245.54, pen=-164.78, r_old= 80.76], Reward=  10958.14 /  10867.04 /  27978.48, epsilon=  0.933, speed=  87.39, gear= 3, damage= 170.00
Ep:83 step:120(20257), a_t=[s=-0.28, t= 0.598587, b= 0.018322], r_t=[r= 237.27, prog= 268.65, pen=-31.38, r_old= 237.27], Reward=  14435.31 /  14344.21 /  27978.48, epsilon=  0.933, speed=  89.86, gear= 3, damage= 170.00
Ep:83 step:140(20277), a_t=[s=-0.40, t= 0.588528, b= 0.000000], r_t=[r= 125.04, prog= 236.14, pen=-111.11, r_old= 125.04], Reward=  17327.45 /  17138.94 /  27978.48, epsilon=  0.933, speed=  88.66, gear= 3, damage= 210.00
Ep:83 step:160(20297), a_t=[s= 0.62, t= 0.583490, b= 0.000000], r_t=[r= 192.18, prog= 275.85, pen=-83.67, r_old= 192.18], Reward=  21506.52 /  21318.02 /  27978.48, epsilon=  0.933, speed=  92.03, gear= 3, damage= 210.00
